EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
2015p556685|2015-07-25T23:20:54|-33.170|-179.143|33.0|GNS|GNS|GNS|2015p556685|M|4.3|GNS|540 km north-east of Te Araroa
2015p708943|2015-09-20T07:20:46|-20.055|-174.896|102.1|GNS|GNS|GNS|2015p708943|M|4.4|GNS|2005 km north-east of Cape Reinga
2015p234693|2015-03-28T20:01:33|-31.289|178.881|314.3|GNS|GNS|GNS|2015p234693|M|4.4|GNS|645 km north-east of Whangarei
2015p854747|2015-11-13T06:07:14|-25.250|-179.343|476.6|GNS|GNS|GNS|2015p854747|M|4.4|GNS|1275 km north-east of Cape Reinga
2015p568912|2015-07-30T11:54:11|-27.072|-179.063|33.0|GNS|GNS|GNS|2015p568912|M|5.4|GNS|1135 km north-east of Cape Reinga
2015p566895|2015-07-29T17:56:37|-10.890|166.230|148.0|GNS|GNS|GNS|2015p566895|M|5.9|GNS|2685 km north of Cape Reinga
2015p858231|2015-11-14T13:05:33|-46.124|166.147|12.1|GNS|GNS|GNS|2015p858231|M|4.6|GNS|115 km west of Tuatapere
2015p559321|2015-07-26T22:42:15|-18.030|-174.060|29.0|GNS|GNS|GNS|2015p559321|M|4.6|GNS|2240 km north-east of Cape Reinga
2015p561917|2015-07-27T21:41:21|-2.680|138.510|48.0|GNS|GNS|GNS|2015p561917|M|6.9|GNS|4985 km north-west of Cape Reinga
2015p568911|2015-07-30T11:50:15|-28.338|-175.260|33.0|GNS|GNS|GNS|2015p568911|M|5.0|GNS|1185 km north-east of Te Araroa
2015p718332|2015-09-23T18:47:51|-38.321|176.143|167.1|GNS|GNS|GNS|2015p718332|M|5.1|GNS|20 km south of Rotorua
2014p663446|2014-09-03T11:23:23|-31.271|-179.086|360.7|GNS|GNS|GNS|2014p663446|M|4.2|GNS|740 km north of Te Araroa
2015p222394|2015-03-24T06:49:25|-25.798|-178.808|572.4|GNS|GNS|GNS|2015p222394|M|4.0|GNS|1255 km north-east of Cape Reinga
2015p568440|2015-07-30T07:42:24|-27.898|-174.975|33.0|GNS|GNS|GNS|2015p568440|M|4.8|GNS|1245 km north-east of Te Araroa
2015p711158|2015-09-21T03:01:49|-32.722|-178.412|33.0|GNS|GNS|GNS|2015p711158|M|4.8|GNS|615 km north-east of Te Araroa
2014p655704|2014-08-31T14:39:20|-38.928|175.048|218.5|GNS|GNS|GNS|2014p655704|M|4.2|GNS|15 km west of Taumarunui
2015p561809|2015-07-27T20:52:20|-41.245|173.567|73.4|GNS|GNS|GNS|2015p561809|M|4.4|GNS|20 km east of Nelson
2015p857993|2015-11-14T10:57:59|-31.895|178.968|33.0|GNS|GNS|GNS|2015p857993|M|4.2|GNS|600 km north-east of Whangarei
2014p652870|2014-08-30T13:25:27|-15.790|168.310|270.0|GNS|GNS|GNS|2014p652870|M|4.1|GNS|2110 km north of Cape Reinga
2015p715047|2015-09-22T13:35:39|-30.057|-178.647|296.6|GNS|GNS|GNS|2015p715047|M|4.0|GNS|880 km north of Te Araroa
2015p867180|2015-11-17T20:32:45|-30.000|175.000|600.0|GNS|GNS|GNS|2015p867180|M|4.3|GNS|535 km north-east of Cape Reinga
2015p889604|2015-11-26T03:40:20|-33.564|-179.175|155.9|GNS|GNS|GNS|2015p889604|M|4.3|GNS|500 km north-east of Te Araroa
2015p234320|2015-03-28T16:44:36|-30.998|-177.619|33.0|GNS|GNS|GNS|2015p234320|M|4.6|GNS|820 km north-east of Te Araroa
2014p661715|2014-09-02T20:00:08|-28.091|-176.502|163.2|GNS|GNS|GNS|2014p661715|M|4.8|GNS|1160 km north-east of Te Araroa
2015p569665|2015-07-30T18:35:15|-27.794|-175.043|33.0|GNS|GNS|GNS|2015p569665|M|5.3|GNS|1250 km north-east of Te Araroa
2015p890756|2015-11-26T13:51:35|-18.141|-179.675|620.0|GNS|GNS|GNS|2015p890756|M|4.0|GNS|1955 km north-east of Cape Reinga
2014p660068|2014-09-02T05:22:54|-31.516|178.902|324.3|GNS|GNS|GNS|2014p660068|M|4.7|GNS|630 km north-east of Whangarei
2014p663257|2014-09-03T09:42:28|-31.275|179.609|230.6|GNS|GNS|GNS|2014p663257|M|4.4|GNS|695 km north-east of Whangarei
2015p706730|2015-09-19T11:47:06|-40.275|176.379|45.3|GNS|GNS|GNS|2015p706730|M|4.5|GNS|20 km west of Porangahau
2015p571165|2015-07-31T07:55:19|-30.782|-178.240|292.3|GNS|GNS|GNS|2015p571165|M|4.4|GNS|820 km north-east of Te Araroa
2014p659294|2014-09-01T22:28:37|-32.149|-179.494|368.6|GNS|GNS|GNS|2014p659294|M|4.7|GNS|635 km north of Te Araroa
2015p569971|2015-07-30T21:19:36|-33.939|-178.606|90.1|GNS|GNS|GNS|2015p569971|M|4.4|GNS|490 km north-east of Te Araroa
2015p820647|2015-10-31T15:17:54|-19.796|-176.561|600.0|GNS|GNS|GNS|2015p820647|M|4.2|GNS|1935 km north-east of Cape Reinga
2014p652214|2014-08-30T07:38:38|-32.312|-179.306|328.0|GNS|GNS|GNS|2014p652214|M|4.2|GNS|625 km north of Te Araroa
2014p671490|2014-09-06T10:47:59|-25.858|-179.153|631.2|GNS|GNS|GNS|2014p671490|M|4.1|GNS|1230 km north-east of Cape Reinga
2014p672196|2014-09-06T17:04:57|-32.066|-179.781|413.1|GNS|GNS|GNS|2014p672196|M|4.5|GNS|635 km north of Te Araroa
2015p588076|2015-08-06T14:06:48|-34.878|-178.504|33.0|GNS|GNS|GNS|2015p588076|M|4.4|GNS|410 km north-east of Te Araroa
2015p228514|2015-03-26T13:12:37|-42.528|172.814|8.6|GNS|GNS|GNS|2015p228514|M|4.2|GNS|Within 5 km of Hanmer Springs
2015p562271|2015-07-28T00:58:02|-40.257|174.390|81.6|GNS|GNS|GNS|2015p562271|M|4.4|GNS|55 km south of Waverley
2015p720915|2015-09-24T17:42:36|-33.687|-179.247|390.1|GNS|GNS|GNS|2015p720915|M|4.3|GNS|485 km north-east of Te Araroa
2015p858392|2015-11-14T14:31:40|-46.061|166.224|5.0|GNS|GNS|GNS|2015p858392|M|4.1|GNS|110 km west of Tuatapere
2015p232238|2015-03-27T22:16:58|-44.154|164.695|24.2|GNS|GNS|GNS|2015p232238|M|4.4|GNS|260 km west of Milford Sound
2015p715908|2015-09-22T21:16:10|-37.593|179.779|49.0|GNS|GNS|GNS|2015p715908|M|4.1|GNS|120 km east of Te Araroa
2015p724666|2015-09-26T02:51:18|-30.820|-71.380|38.0|GNS|GNS|GNS|2015p724666|M|6.3|GNS|9465 km south-east of Castlepoint
2015p721459|2015-09-24T22:30:37|-32.949|-178.213|33.0|GNS|GNS|GNS|2015p721459|M|5.1|GNS|605 km north-east of Te Araroa
2015p824675|2015-11-02T03:04:20|-19.340|179.770|600.0|GNS|GNS|GNS|2015p824675|M|4.3|GNS|1810 km north-east of Cape Reinga
2015p724094|2015-09-25T21:56:21|-31.218|177.665|33.0|GNS|GNS|GNS|2015p724094|M|4.5|GNS|585 km north-east of Cape Reinga
2015p728408|2015-09-27T12:15:50|-45.285|166.777|5.8|GNS|GNS|GNS|2015p728408|M|4.1|GNS|75 km west of Te Anau
2014p667391|2014-09-04T22:25:36|-33.500|-178.449|127.7|GNS|GNS|GNS|2014p667391|M|4.2|GNS|540 km north-east of Te Araroa
2014p680498|2014-09-09T18:45:10|-17.480|-172.520|33.0|GNS|GNS|GNS|2014p680498|M|4.7|GNS|2385 km north-east of Cape Reinga
2014p681696|2014-09-10T05:19:25|-0.163|125.123|48.0|GNS|GNS|GNS|2014p681696|M|4.9|GNS|6225 km north-west of Cape Reinga
2014p691266|2014-09-13T18:22:28|-18.686|-173.463|33.0|GNS|GNS|GNS|2014p691266|M|4.8|GNS|2215 km north-east of Cape Reinga
2015p226097|2015-03-25T15:43:24|-31.998|-177.503|33.0|GNS|GNS|GNS|2015p226097|M|4.3|GNS|725 km north-east of Te Araroa
2015p580907|2015-08-03T22:27:08|-48.721|164.750|33.0|GNS|GNS|GNS|2015p580907|M|4.6|GNS|155 km south-west of Snares Islands
2015p583720|2015-08-04T23:21:14|-27.120|-176.931|189.6|GNS|GNS|GNS|2015p583720|M|5.0|GNS|1245 km north of Te Araroa
2015p720745|2015-09-24T16:13:09|-32.505|-179.915|33.0|GNS|GNS|GNS|2015p720745|M|4.3|GNS|585 km north of Te Araroa
2014p682952|2014-09-10T16:32:04|-25.437|-179.395|642.7|GNS|GNS|GNS|2014p682952|M|5.1|GNS|1255 km north-east of Cape Reinga
2014p686520|2014-09-12T00:18:11|-43.152|172.785|18.3|GNS|GNS|GNS|2014p686520|M|4.5|GNS|Within 5 km of Amberley
2014p693801|2014-09-14T16:56:11|-33.259|-179.518|435.9|GNS|GNS|GNS|2014p693801|M|4.2|GNS|520 km north of Te Araroa
2014p665504|2014-09-04T05:34:02|-23.560|-171.799|33.0|GNS|GNS|GNS|2014p665504|M|5.4|GNS|1815 km north-east of Te Araroa
2015p574206|2015-08-01T10:56:18|-33.493|-179.226|28.8|GNS|GNS|GNS|2015p574206|M|4.6|GNS|505 km north-east of Te Araroa
2015p579593|2015-08-03T10:46:13|-32.189|-178.158|33.0|GNS|GNS|GNS|2015p579593|M|4.3|GNS|680 km north-east of Te Araroa
2015p584850|2015-08-05T09:24:30|-24.817|-171.891|33.0|GNS|GNS|GNS|2015p584850|M|5.7|GNS|1690 km north-east of Te Araroa
2015p578450|2015-08-03T00:37:08|-32.332|-177.555|33.0|GNS|GNS|GNS|2015p578450|M|4.6|GNS|695 km north-east of Te Araroa
2015p723234|2015-09-25T14:17:41|-26.762|-179.675|584.5|GNS|GNS|GNS|2015p723234|M|4.3|GNS|1120 km north-east of Cape Reinga
2015p229931|2015-03-27T01:47:32|-36.025|178.820|240.3|GNS|GNS|GNS|2015p229931|M|4.1|GNS|180 km north of Te Araroa
2015p235189|2015-03-29T00:27:18|-26.504|-179.977|478.0|GNS|GNS|GNS|2015p235189|M|4.7|GNS|1125 km north-east of Cape Reinga
2015p579964|2015-08-03T14:01:51|-16.450|-174.390|165.0|GNS|GNS|GNS|2015p579964|M|4.9|GNS|2370 km north-east of Cape Reinga
2015p719472|2015-09-24T04:50:15|-9.638|167.222|525.0|GNS|GNS|GNS|2015p719472|M|4.9|GNS|2800 km north of Cape Reinga
2015p228181|2015-03-26T10:11:52|-28.799|-176.227|82.9|GNS|GNS|GNS|2015p228181|M|4.5|GNS|1100 km north-east of Te Araroa
2015p230078|2015-03-27T03:03:43|-24.699|-178.486|600.0|GNS|GNS|GNS|2015p230078|M|4.2|GNS|1375 km north-east of Cape Reinga
2015p233615|2015-03-28T10:29:24|-30.515|178.513|197.7|GNS|GNS|GNS|2015p233615|M|4.3|GNS|695 km north-east of Whangarei
2015p234980|2015-03-28T22:28:51|0.400|122.000|124.0|GNS|GNS|GNS|2015p234980|M|5.6|GNS|6525 km north-west of Cape Reinga
2015p578342|2015-08-02T23:31:36|-3.280|128.780|71.0|GNS|GNS|GNS|2015p578342|M|4.8|GNS|5695 km north-west of Cape Reinga
2015p238740|2015-03-30T07:56:54|-15.438|-173.094|10.0|GNS|GNS|GNS|2015p238740|M|5.1|GNS|2540 km north-east of Cape Reinga
2015p239877|2015-03-30T18:02:10|-15.582|-172.817|9.0|GNS|GNS|GNS|2015p239877|M|4.7|GNS|2540 km north-east of Cape Reinga
2014p673495|2014-09-07T04:35:50|-21.802|-177.756|592.8|GNS|GNS|GNS|2014p673495|M|4.5|GNS|1680 km north-east of Cape Reinga
2014p678115|2014-09-08T21:36:59|-20.842|-176.269|513.2|GNS|GNS|GNS|2014p678115|M|4.2|GNS|1855 km north-east of Cape Reinga
2015p584883|2015-08-05T09:45:26|-35.000|-179.077|33.0|GNS|GNS|GNS|2015p584883|M|4.2|GNS|370 km north-east of Te Araroa
2015p238781|2015-03-30T08:18:00|-15.388|172.904|12.0|GNS|GNS|GNS|2015p238781|M|4.7|GNS|2105 km north of Cape Reinga
2014p676693|2014-09-08T09:01:34|-32.809|179.409|474.0|GNS|GNS|GNS|2014p676693|M|4.0|GNS|540 km north of Te Araroa
2014p685702|2014-09-11T16:58:12|-15.580|167.830|171.0|GNS|GNS|GNS|2014p685702|M|4.2|GNS|2140 km north of Cape Reinga
2014p690111|2014-09-13T08:11:10|-45.567|166.477|5.0|GNS|GNS|GNS|2014p690111|M|4.5|GNS|95 km west of Te Anau
2014p690412|2014-09-13T10:51:34|-35.417|178.446|258.5|GNS|GNS|GNS|2014p690412|M|4.3|GNS|245 km north of Te Araroa
2014p693907|2014-09-14T17:50:08|-31.410|-179.570|409.0|GNS|GNS|GNS|2014p693907|mB|4.6|GNS|715 km north of Te Araroa
2014p672609|2014-09-06T20:41:50|-18.000|-172.570|22.0|GNS|GNS|GNS|2014p672609|M|4.3|GNS|2335 km north-east of Cape Reinga
2014p681410|2014-09-10T02:46:06|-0.186|125.170|30.0|GNS|GNS|GNS|2014p681410|M|6.3|GNS|6220 km north-west of Cape Reinga
2015p721292|2015-09-24T21:03:42|-32.674|-179.633|33.0|GNS|GNS|GNS|2015p721292|M|4.3|GNS|575 km north of Te Araroa
2014p681694|2014-09-10T05:16:53|-0.202|125.100|30.0|GNS|GNS|GNS|2014p681694|M|5.3|GNS|6225 km north-west of Cape Reinga
2014p680861|2014-09-09T22:01:37|-31.800|-179.453|288.4|GNS|GNS|GNS|2014p680861|M|4.1|GNS|675 km north of Te Araroa
2014p681875|2014-09-10T07:02:20|-31.946|179.552|482.5|GNS|GNS|GNS|2014p681875|M|4.1|GNS|635 km north of Te Araroa
2014p688058|2014-09-12T13:53:26|-23.734|-171.762|58.7|GNS|GNS|GNS|2014p688058|M|5.7|GNS|1800 km north-east of Te Araroa
2014p691161|2014-09-13T17:30:37|-45.556|166.440|5.0|GNS|GNS|GNS|2014p691161|M|4.6|GNS|100 km west of Te Anau
2014p693116|2014-09-14T10:50:50|-31.967|-179.186|360.1|GNS|GNS|GNS|2014p693116|M|4.3|GNS|665 km north of Te Araroa
2015p234272|2015-03-28T16:19:42|-33.228|179.826|176.8|GNS|GNS|GNS|2015p234272|M|4.1|GNS|505 km north of Te Araroa
2015p238839|2015-03-30T08:48:26|-15.515|-172.940|16.0|GNS|GNS|GNS|2015p238839|M|4.9|GNS|2540 km north-east of Cape Reinga
2015p598174|2015-08-10T07:43:38|-19.624|-174.807|57.0|GNS|GNS|GNS|2015p598174|M|5.0|GNS|2050 km north-east of Cape Reinga
2015p599060|2015-08-10T15:38:35|-32.959|-179.713|360.2|GNS|GNS|GNS|2015p599060|M|4.3|GNS|545 km north of Te Araroa
2014p688736|2014-09-12T19:56:01|-22.856|-177.581|662.1|GNS|GNS|GNS|2014p688736|M|4.7|GNS|1595 km north-east of Cape Reinga
2014p690328|2014-09-13T10:04:36|-30.323|179.098|33.0|GNS|GNS|GNS|2014p690328|M|4.9|GNS|745 km north-east of Whangarei
2015p828401|2015-11-03T12:08:06|-30.244|-177.707|33.0|GNS|GNS|GNS|2015p828401|M|4.6|GNS|895 km north-east of Te Araroa
2014p686766|2014-09-12T02:22:57|-6.970|155.850|35.0|GNS|GNS|GNS|2014p686766|M|4.9|GNS|3495 km north-west of Cape Reinga
2015p828126|2015-11-03T09:44:29|-30.608|178.216|33.0|GNS|GNS|GNS|2015p828126|M|4.7|GNS|670 km north-east of Cape Reinga
2014p684306|2014-09-11T04:37:21|-30.487|-178.938|336.5|GNS|GNS|GNS|2014p684306|M|4.3|GNS|830 km north of Te Araroa
2015p725261|2015-09-26T08:17:57|-32.619|179.366|379.1|GNS|GNS|GNS|2015p725261|M|4.1|GNS|560 km north of Te Araroa
2015p825735|2015-11-02T12:29:26|-24.744|-178.595|597.1|GNS|GNS|GNS|2015p825735|M|4.4|GNS|1365 km north-east of Cape Reinga
2015p906559|2015-12-02T10:08:29|-6.270|154.670|63.0|GNS|GNS|GNS|2015p906559|M|4.9|GNS|3625 km north-west of Cape Reinga
2015p236760|2015-03-29T14:19:44|-28.352|-173.056|33.0|GNS|GNS|GNS|2015p236760|M|4.8|GNS|1300 km north-east of Te Araroa
2015p723308|2015-09-25T14:57:41|-32.935|-178.168|33.0|GNS|GNS|GNS|2015p723308|M|4.7|GNS|605 km north-east of Te Araroa
2014p687995|2014-09-12T13:22:59|-33.394|-179.109|33.0|GNS|GNS|GNS|2014p687995|M|4.4|GNS|520 km north-east of Te Araroa
2015p237829|2015-03-29T23:48:31|-4.760|152.560|41.0|GNS|GNS|GNS|2015p237829|M|6.6|GNS|3885 km north-west of Cape Reinga
2014p687031|2014-09-12T04:49:18|-31.638|-179.948|327.9|GNS|GNS|GNS|2014p687031|M|4.1|GNS|680 km north of Te Araroa
2014p693713|2014-09-14T16:08:06|-20.700|-177.315|369.0|GNS|GNS|GNS|2014p693713|M|4.0|GNS|1810 km north-east of Cape Reinga
2015p246721|2015-04-02T06:50:22|-31.044|179.890|326.5|GNS|GNS|GNS|2015p246721|M|4.5|GNS|730 km north-east of Whangarei
2015p888316|2015-11-25T16:14:15|-33.695|-178.491|33.0|GNS|GNS|GNS|2015p888316|M|4.3|GNS|520 km north-east of Te Araroa
2015p896333|2015-11-28T15:25:51|-33.384|-178.366|33.0|GNS|GNS|GNS|2015p896333|M|4.3|GNS|555 km north-east of Te Araroa
2014p698514|2014-09-16T10:45:42|-21.447|-176.598|631.9|GNS|GNS|GNS|2014p698514|M|5.1|GNS|1780 km north-east of Cape Reinga
2015p580560|2015-08-03T19:19:57|-31.919|-177.353|219.9|GNS|GNS|GNS|2015p580560|M|4.6|GNS|740 km north-east of Te Araroa
2015p242690|2015-03-31T19:04:18|-32.105|178.818|10.1|GNS|GNS|GNS|2015p242690|M|4.1|GNS|575 km north-east of Whangarei
2015p241090|2015-03-31T04:53:16|-35.385|178.559|211.0|GNS|GNS|GNS|2015p241090|M|4.1|GNS|245 km north of Te Araroa
2015p254448|2015-04-05T03:27:54|-24.487|-179.306|521.7|GNS|GNS|GNS|2015p254448|M|4.3|GNS|1345 km north-east of Cape Reinga
2014p694599|2014-09-15T00:01:14|-32.162|178.728|180.1|GNS|GNS|GNS|2014p694599|M|4.3|GNS|565 km north-east of Whangarei
2014p693371|2014-09-14T13:07:35|-34.654|179.058|295.5|GNS|GNS|GNS|2014p693371|M|4.2|GNS|335 km north of Te Araroa
2014p693959|2014-09-14T18:17:58|-23.783|-171.983|33.0|GNS|GNS|GNS|2014p693959|M|6.0|GNS|1785 km north-east of Te Araroa
2015p585405|2015-08-05T14:21:23|-21.518|-178.079|649.7|GNS|GNS|GNS|2015p585405|M|4.1|GNS|1690 km north-east of Cape Reinga
2014p695415|2014-09-15T07:16:19|-31.138|-178.227|320.2|GNS|GNS|GNS|2014p695415|M|4.7|GNS|785 km north-east of Te Araroa
2015p599483|2015-08-10T19:19:35|-27.739|-175.427|103.5|GNS|GNS|GNS|2015p599483|M|5.2|GNS|1240 km north-east of Te Araroa
2014p698376|2014-09-16T09:34:52|-47.928|165.129|33.0|GNS|GNS|GNS|2014p698376|M|5.1|GNS|110 km west of Snares Islands
2015p245649|2015-04-01T21:21:44|-49.673|164.282|34.2|GNS|GNS|GNS|2015p245649|M|4.6|GNS|250 km south-west of Snares Islands
2015p728205|2015-09-27T10:21:48|-24.171|-177.194|440.3|GNS|GNS|GNS|2015p728205|M|4.6|GNS|1500 km north-east of Cape Reinga
2014p700705|2014-09-17T06:11:49|-16.050|167.970|181.0|GNS|GNS|GNS|2014p700705|M|5.0|GNS|2085 km north of Cape Reinga
2014p708505|2014-09-20T03:31:00|-34.501|179.340|270.0|GNS|GNS|GNS|2014p708505|M|4.3|GNS|355 km north of Te Araroa
2014p712511|2014-09-21T15:05:30|-36.031|178.670|5.0|GNS|GNS|GNS|2014p712511|M|4.9|GNS|175 km north of Te Araroa
2014p700223|2014-09-17T01:57:43|-47.685|165.491|12.0|GNS|GNS|GNS|2014p700223|M|5.0|GNS|90 km north-west of Snares Islands
2015p588336|2015-08-06T16:25:23|-34.978|-178.783|132.9|GNS|GNS|GNS|2015p588336|M|4.2|GNS|385 km north-east of Te Araroa
2015p861444|2015-11-15T17:33:37|-29.889|-177.109|173.8|GNS|GNS|GNS|2015p861444|M|4.3|GNS|955 km north-east of Te Araroa
2014p715338|2014-09-22T16:01:42|-56.010|-27.820|112.0|GNS|GNS|GNS|2014p715338|M|5.0|GNS|8395 km south of Snares Islands
2014p697431|2014-09-16T01:08:24|-21.983|-177.339|676.7|GNS|GNS|GNS|2014p697431|M|5.0|GNS|1685 km north-east of Cape Reinga
2014p708931|2014-09-20T07:15:50|-18.201|-176.367|677.2|GNS|GNS|GNS|2014p708931|M|4.4|GNS|2100 km north-east of Cape Reinga
2014p697539|2014-09-16T02:09:07|-40.332|173.367|190.9|GNS|GNS|GNS|2014p697539|M|4.1|GNS|65 km north-east of Collingwood
2014p700100|2014-09-17T00:53:25|-47.628|165.574|12.0|GNS|GNS|GNS|2014p700100|M|4.3|GNS|85 km north-west of Snares Islands
2015p739334|2015-10-01T13:17:15|-46.192|165.919|12.0|GNS|GNS|GNS|2015p739334|M|4.1|GNS|135 km west of Tuatapere
2015p740588|2015-10-02T00:24:59|-33.608|-178.407|33.0|GNS|GNS|GNS|2015p740588|M|4.3|GNS|530 km north-east of Te Araroa
2015p740864|2015-10-02T02:51:15|-32.646|-179.248|33.0|GNS|GNS|GNS|2015p740864|M|4.5|GNS|590 km north of Te Araroa
2014p698701|2014-09-16T12:27:36|-47.704|165.469|12.0|GNS|GNS|GNS|2014p698701|M|4.2|GNS|90 km west of Snares Islands
2014p698766|2014-09-16T13:00:20|-22.448|-179.069|573.6|GNS|GNS|GNS|2014p698766|Mw(mB)|5.3|GNS|1550 km north-east of Cape Reinga
2014p712505|2014-09-21T15:02:30|-35.945|178.603|5.0|GNS|GNS|GNS|2014p712505|M|5.0|GNS|185 km north of Te Araroa
2014p728085|2014-09-27T09:22:50|-32.974|-178.164|33.0|GNS|GNS|GNS|2014p728085|M|4.9|GNS|605 km north-east of Te Araroa
2014p699883|2014-09-16T22:56:43|-30.440|-178.184|225.8|GNS|GNS|GNS|2014p699883|M|4.7|GNS|855 km north-east of Te Araroa
2014p700719|2014-09-17T06:14:46|13.760|144.400|137.0|GNS|GNS|GNS|2014p700719|M|6.0|GNS|6115 km north-west of Cape Reinga
2015p247945|2015-04-02T17:42:56|-23.475|-179.513|632.2|GNS|GNS|GNS|2015p247945|M|4.0|GNS|1430 km north-east of Cape Reinga
2015p264487|2015-04-08T20:37:46|-32.346|-179.608|328.4|GNS|GNS|GNS|2015p264487|M|4.3|GNS|610 km north of Te Araroa
2015p250408|2015-04-03T15:36:55|-34.381|-178.253|209.6|GNS|GNS|GNS|2015p250408|M|4.0|GNS|470 km north-east of Te Araroa
2015p863994|2015-11-16T16:13:29|-26.151|-175.728|185.3|GNS|GNS|GNS|2015p863994|M|4.5|GNS|1385 km north-east of Te Araroa
2015p891238|2015-11-26T18:11:27|-35.553|179.949|33.0|GNS|GNS|GNS|2015p891238|M|5.1|GNS|270 km north-east of Te Araroa
2015p246766|2015-04-02T07:16:20|-31.629|-178.502|328.2|GNS|GNS|GNS|2015p246766|M|4.0|GNS|720 km north-east of Te Araroa
2015p249610|2015-04-03T08:29:49|-24.189|-176.132|355.6|GNS|GNS|GNS|2015p249610|M|4.2|GNS|1565 km north-east of Cape Reinga
2015p590060|2015-08-07T07:42:42|-31.822|-179.556|33.0|GNS|GNS|GNS|2015p590060|M|4.7|GNS|670 km north of Te Araroa
2015p246421|2015-04-02T04:10:13|-18.611|-176.232|557.7|GNS|GNS|GNS|2015p246421|M|5.0|GNS|2065 km north-east of Cape Reinga
2015p250660|2015-04-03T17:43:53|-17.251|176.580|216.2|GNS|GNS|GNS|2015p250660|M|4.8|GNS|1940 km north of Cape Reinga
2015p889369|2015-11-26T01:36:09|-34.673|179.328|227.6|GNS|GNS|GNS|2015p889369|M|4.3|GNS|335 km north of Te Araroa
2015p247461|2015-04-02T13:26:01|-30.293|-177.590|142.3|GNS|GNS|GNS|2015p247461|M|4.4|GNS|895 km north-east of Te Araroa
2015p587493|2015-08-06T08:53:28|-31.332|178.087|33.0|GNS|GNS|GNS|2015p587493|M|4.9|GNS|595 km north-east of Whangarei
2015p731743|2015-09-28T17:50:29|-24.503|-177.790|575.9|GNS|GNS|GNS|2015p731743|M|4.5|GNS|1435 km north-east of Cape Reinga
2015p249836|2015-04-03T10:31:17|-30.533|-177.364|33.0|GNS|GNS|GNS|2015p249836|M|5.1|GNS|875 km north-east of Te Araroa
2015p270849|2015-04-11T05:08:32|-32.249|-179.807|303.3|GNS|GNS|GNS|2015p270849|M|4.0|GNS|615 km north of Te Araroa
2015p585746|2015-08-05T17:25:55|-35.428|-179.219|54.8|GNS|GNS|GNS|2015p585746|M|4.4|GNS|325 km north-east of Te Araroa
2015p890414|2015-11-26T10:51:11|-33.234|179.737|303.6|GNS|GNS|GNS|2015p890414|M|4.2|GNS|500 km north of Te Araroa
2015p250931|2015-04-03T20:15:26|-32.327|-178.970|363.3|GNS|GNS|GNS|2015p250931|M|4.8|GNS|635 km north-east of Te Araroa
2014p704718|2014-09-18T17:52:47|-31.663|-178.156|33.0|GNS|GNS|GNS|2014p704718|M|5.0|GNS|730 km north-east of Te Araroa
2014p731455|2014-09-28T15:16:39|-18.590|-177.615|625.0|GNS|GNS|GNS|2014p731455|M|4.5|GNS|2000 km north-east of Cape Reinga
2015p896545|2015-11-28T17:18:30|-31.864|-179.858|307.9|GNS|GNS|GNS|2015p896545|M|4.4|GNS|655 km north of Te Araroa
2015p250191|2015-04-03T13:39:10|-23.362|-179.159|620.0|GNS|GNS|GNS|2015p250191|M|4.5|GNS|1460 km north-east of Cape Reinga
2014p708912|2014-09-20T07:01:28|-24.331|-175.260|267.7|GNS|GNS|GNS|2014p708912|M|5.4|GNS|1590 km north-east of Te Araroa
2014p711461|2014-09-21T05:45:11|-30.179|178.410|33.0|GNS|GNS|GNS|2014p711461|M|4.9|GNS|715 km north-east of Cape Reinga
2015p589190|2015-08-06T23:59:47|-27.986|-176.001|264.0|GNS|GNS|GNS|2015p589190|M|4.6|GNS|1190 km north-east of Te Araroa
2014p725124|2014-09-26T07:05:27|-33.575|-179.674|332.8|GNS|GNS|GNS|2014p725124|M|4.3|GNS|480 km north of Te Araroa
2014p737683|2014-09-30T22:34:33|-18.680|-177.177|590.0|GNS|GNS|GNS|2014p737683|M|4.5|GNS|2010 km north-east of Cape Reinga
2015p250074|2015-04-03T12:32:47|-26.002|-172.320|33.0|GNS|GNS|GNS|2015p250074|M|4.8|GNS|1555 km north-east of Te Araroa
2015p249921|2015-04-03T11:16:44|-30.418|179.718|184.2|GNS|GNS|GNS|2015p249921|M|4.6|GNS|770 km north-east of Whangarei
2015p589551|2015-08-07T03:12:36|-34.892|-179.099|33.0|GNS|GNS|GNS|2015p589551|M|4.3|GNS|375 km north-east of Te Araroa
2015p593271|2015-08-08T12:13:26|-31.464|-179.309|367.8|GNS|GNS|GNS|2015p593271|M|4.3|GNS|715 km north of Te Araroa
2015p866920|2015-11-17T18:14:11|-30.119|179.811|250.8|GNS|GNS|GNS|2015p866920|M|4.6|GNS|805 km north-east of Whangarei
2015p890578|2015-11-26T12:16:21|-22.428|-174.198|33.0|GNS|GNS|GNS|2015p890578|M|4.4|GNS|1825 km north-east of Te Araroa
2015p591134|2015-08-07T17:15:28|-35.067|-178.837|131.9|GNS|GNS|GNS|2015p591134|M|4.1|GNS|375 km north-east of Te Araroa
2015p596167|2015-08-09T14:04:15|-23.449|-170.601|33.0|GNS|GNS|GNS|2015p596167|M|4.7|GNS|1890 km north-east of Te Araroa
